"","alpha","b_mkt","b_smb","b_hml","ivol","tvol","exret","exret_sq","Direction"
"770",-1e-04,0.768,-0.1959,-0.5568,0.010231,0.011922,-0.002533,0.0001737124,"0"
"771",-2e-04,0.7702,-0.2071,-0.5636,0.01026,0.011947,-0.01318,2.3474025e-05,"1"
"772",-2e-04,0.7771,-0.2067,-0.5554,0.010258,0.01196,0.004845,1.9351201e-05,"0"
"773",-2e-04,0.7923,-0.1988,-0.5917,0.010211,0.011966,-0.004399,8.6062729e-05,"1"
"774",-1e-04,0.798,-0.2153,-0.5751,0.010162,0.011917,0.009277,5.707321e-06,"0"
"775",-2e-04,0.7806,-0.2101,-0.5742,0.010143,0.011796,-0.002389,0.000278155684,"1"
"776",-1e-04,0.7739,-0.1838,-0.5767,0.010189,0.011826,0.016678,2.22784e-07,"0"
"777",-2e-04,0.7891,-0.1907,-0.5747,0.010172,0.011822,-0.000472,1.0188864e-05,"0"
"778",-2e-04,0.7912,-0.1935,-0.5707,0.010166,0.011819,-0.003192,1.4273284e-05,"1"
"779",-2e-04,0.7923,-0.1914,-0.5682,0.010169,0.011823,0.003778,2.2724289e-05,"0"
"780",-2e-04,0.7948,-0.1863,-0.5704,0.010173,0.011738,-0.004767,2.277081e-06,"0"
"781",-2e-04,0.7829,-0.1806,-0.5579,0.010163,0.011633,-0.001509,0.000117961321,"0"
"782",-2e-04,0.78,-0.1718,-0.5465,0.010181,0.011636,-0.010861,8.133904e-06,"0"
"783",-3e-04,0.7783,-0.1719,-0.5366,0.010154,0.0116,-0.002852,1.7656804e-05,"1"
"784",-2e-04,0.7592,-0.147,-0.571,0.010087,0.011529,0.004202,6.1496964e-05,"1"
"785",-2e-04,0.7607,-0.1509,-0.5698,0.0101,0.011526,0.007842,3.1684e-08,"0"
"786",-2e-04,0.7568,-0.151,-0.5666,0.010098,0.011471,-0.000178,4.443664e-06,"1"
"787",-1e-04,0.7675,-0.1565,-0.5758,0.010093,0.011461,0.002108,1.9061956e-05,"1"
"788",-1e-04,0.7651,-0.157,-0.5751,0.010096,0.01145,0.004366,4.4102881e-05,"1"
"789",-1e-04,0.767,-0.1596,-0.5793,0.010103,0.011466,0.006641,0.000302099161,"1"
"790",0,0.7654,-0.1572,-0.5791,0.010153,0.011493,0.017381,0.000111471364,"0"
"791",-1e-04,0.7594,-0.1447,-0.5824,0.01017,0.011494,-0.010558,0.000241615936,"1"
"792",0,0.7604,-0.1646,-0.5753,0.010215,0.011515,0.015544,8.714304e-06,"0"
"793",-1e-04,0.7492,-0.1535,-0.5708,0.010203,0.011474,-0.002952,3.3884041e-05,"0"
"794",-1e-04,0.7494,-0.1584,-0.567,0.010209,0.011472,-0.005821,1.5233409e-05,"1"
"795",-1e-04,0.7613,-0.1805,-0.5709,0.010196,0.011473,0.003903,6.4705936e-05,"1"
"796",0,0.939,-0.3325,-0.579,0.00945,0.011198,0.008044,1.671849e-06,"0"
"797",0,0.9392,-0.3355,-0.5827,0.009442,0.011194,-0.001293,5.861241e-06,"0"
"798",0,0.9386,-0.3371,-0.5869,0.009439,0.011192,-0.002421,3.908529e-06,"0"
"799",0,0.9382,-0.3387,-0.589,0.009425,0.011182,-0.001977,7.8961e-08,"1"
"800",-1e-04,0.9461,-0.3616,-0.5976,0.009401,0.011178,0.000281,4.2302016e-05,"1"
"801",0,0.9444,-0.366,-0.6069,0.009409,0.011183,0.006504,1.0778089e-05,"1"
"802",0,0.9458,-0.3691,-0.6082,0.009411,0.011191,0.003283,8.573184e-06,"0"
"803",-1e-04,0.9428,-0.3532,-0.6151,0.009384,0.011177,-0.002928,4.656964e-06,"0"
"804",-1e-04,0.9421,-0.354,-0.6149,0.009385,0.011145,-0.002158,3.594816e-06,"0"
"805",-1e-04,0.9429,-0.3539,-0.618,0.009385,0.011148,-0.001896,1.841449e-06,"1"
"806",-1e-04,0.9456,-0.3683,-0.6136,0.009376,0.011148,0.001357,0.000194184225,"0"
"807",-1e-04,0.9576,-0.3828,-0.6214,0.009401,0.011204,-0.013935,4.01956e-05,"1"
"808",0,0.9557,-0.3575,-0.6126,0.00936,0.011165,0.00634,0.000148669249,"0"
"809",-1e-04,0.9553,-0.3581,-0.5982,0.009386,0.011168,-0.012193,2.715904e-06,"1"
"810",0,0.9586,-0.3689,-0.6084,0.009323,0.011135,0.001648,4.730625e-06,"0"
"811",0,0.9577,-0.3673,-0.607,0.009323,0.011137,-0.002175,1.5499969e-05,"1"
"812",0,0.9544,-0.3663,-0.6044,0.009325,0.01113,0.003937,1.651225e-06,"1"
"813",0,0.9522,-0.361,-0.6052,0.009318,0.01112,0.001285,2.8224e-08,"0"
"814",0,0.9523,-0.3612,-0.6052,0.009318,0.01112,-0.000168,4.4435556e-05,"0"
"815",0,0.9446,-0.3814,-0.5926,0.009308,0.011053,-0.006666,1.9669225e-05,"1"
"816",0,0.9468,-0.3824,-0.5926,0.009308,0.011056,0.004435,2.155024e-06,"1"
"817",1e-04,0.9446,-0.3765,-0.5947,0.009301,0.01105,0.001468,1.2439729e-05,"0"
"818",1e-04,0.9524,-0.3863,-0.5997,0.009296,0.011053,-0.003527,1.2538681e-05,"1"
"819",0,0.9554,-0.3902,-0.5891,0.009274,0.011032,0.003541,2.0439441e-05,"0"
"820",0,0.951,-0.3864,-0.5923,0.009275,0.011016,-0.004521,3.0327049e-05,"0"
"821",0,0.9378,-0.3755,-0.5757,0.009263,0.010918,-0.005507,4.301476e-06,"1"
"822",0,0.9291,-0.3689,-0.5759,0.009256,0.010874,0.002074,2.449225e-06,"1"
"823",0,0.9284,-0.3679,-0.5802,0.009253,0.010873,0.001565,6.00625e-07,"0"
"824",0,0.9275,-0.368,-0.5779,0.009252,0.010857,-0.000775,7.414729e-06,"1"
"825",0,0.9178,-0.3576,-0.5854,0.009239,0.010829,0.002723,4.963984e-06,"0"
"826",0,0.9151,-0.3574,-0.5845,0.009238,0.010814,-0.002228,1.08241e-07,"1"
"827",0,0.9149,-0.3573,-0.5849,0.009238,0.010815,0.000329,2.930944e-06,"0"
"828",0,0.9126,-0.3546,-0.5869,0.009235,0.010815,-0.001712,4.502884e-06,"1"
"829",0,0.9114,-0.3528,-0.5872,0.009236,0.010807,0.002122,3.61e-08,"1"
"830",-1e-04,0.9101,-0.3434,-0.6112,0.009209,0.010801,0.00019,2.0548089e-05,"1"
"831",-1e-04,0.9122,-0.3389,-0.6177,0.009196,0.010805,0.004533,2.1464689e-05,"0"
"832",-1e-04,0.9136,-0.3401,-0.6177,0.0092,0.010813,-0.004633,2.56036e-05,"0"
"833",-1e-04,0.9147,-0.3541,-0.6287,0.009178,0.010807,-0.00506,7.6020961e-05,"1"
"834",-1e-04,0.9189,-0.348,-0.63,0.009192,0.010836,0.008719,7.4149321e-05,"1"
"835",-1e-04,0.9127,-0.3326,-0.6215,0.009205,0.010826,0.008611,2.6998416e-05,"1"
"836",-1e-04,0.9153,-0.3349,-0.6413,0.009179,0.010836,0.005196,1.4638276e-05,"0"
"837",-2e-04,0.9291,-0.3352,-0.6424,0.009146,0.010834,-0.003826,3.5307364e-05,"1"
"838",-2e-04,0.9287,-0.333,-0.6431,0.009154,0.010832,0.005942,7.9816356e-05,"1"
"839",-1e-04,0.9389,-0.3447,-0.6521,0.00916,0.010856,0.008934,4.3441281e-05,"0"
"840",-1e-04,0.9436,-0.3359,-0.6519,0.009162,0.010868,-0.006591,2.19024e-05,"0"
"841",-2e-04,0.9418,-0.335,-0.6491,0.009166,0.010857,-0.00468,8.003241e-06,"0"
"842",-2e-04,0.9395,-0.3272,-0.6498,0.009152,0.010844,-0.002829,4.8804196e-05,"0"
"843",-2e-04,0.9394,-0.3241,-0.6532,0.009162,0.010857,-0.006986,7.214596e-06,"0"
"844",-2e-04,0.9401,-0.3256,-0.6531,0.009163,0.010848,-0.002686,4.3414921e-05,"0"
"845",-3e-04,0.9373,-0.3245,-0.6537,0.009171,0.010832,-0.006589,2.910436e-06,"1"
"846",-3e-04,0.9503,-0.3246,-0.6712,0.009145,0.010831,0.001706,2.725801e-06,"1"
"847",-3e-04,0.95,-0.3222,-0.6738,0.009143,0.010834,0.001651,3.3074001e-05,"1"
"848",-3e-04,0.9488,-0.3177,-0.6752,0.009149,0.010835,0.005751,5.076009e-06,"0"
"849",-3e-04,0.9441,-0.3176,-0.6715,0.009146,0.010798,-0.002253,9.012004e-06,"0"
"850",-3e-04,0.9469,-0.3187,-0.6679,0.009146,0.01081,-0.003002,9.0992521e-05,"0"
"851",-4e-04,0.9427,-0.317,-0.6649,0.009163,0.01081,-0.009539,2.3348224e-05,"1"
"852",-3e-04,0.9463,-0.3258,-0.6652,0.009158,0.010817,0.004832,8.133904e-06,"1"
"853",-3e-04,0.9477,-0.3263,-0.6667,0.00916,0.010824,0.002852,8.68624e-05,"1"
"854",-3e-04,0.947,-0.328,-0.6586,0.009178,0.010832,0.00932,2.36196e-05,"0"
"855",-3e-04,0.9521,-0.3241,-0.6601,0.009177,0.010821,-0.00486,1.90969e-07,"1"
"856",-2e-04,0.9542,-0.3263,-0.6597,0.009176,0.010839,0.000437,3.364e-05,"0"
"857",-3e-04,0.9545,-0.3261,-0.662,0.009182,0.010846,-0.0058,2.1790224e-05,"0"
"858",-3e-04,0.9533,-0.3231,-0.6593,0.009186,0.010841,-0.004668,0.000106812225,"0"
"859",-3e-04,0.9481,-0.3091,-0.6592,0.009157,0.010808,-0.010335,0.000245705625,"1"
"860",-2e-04,0.955,-0.2878,-0.6639,0.009211,0.010889,0.015675,0.000104366656,"0"
"861",-3e-04,0.9439,-0.306,-0.623,0.009098,0.010721,-0.010216,2.424249e-06,"1"
"862",-3e-04,0.9448,-0.3074,-0.6228,0.009098,0.010722,0.001557,1.0601536e-05,"1"
"863",-3e-04,0.9426,-0.309,-0.6239,0.009098,0.010718,0.003256,6.315169e-06,"0"
"864",-4e-04,0.9425,-0.3096,-0.6244,0.009093,0.010714,-0.002513,5.1036736e-05,"1"
"865",-4e-04,0.9346,-0.3012,-0.6111,0.009081,0.010685,0.007144,0.000509540329,"1"
"866",-3e-04,0.9152,-0.2958,-0.5247,0.009154,0.010668,0.022573,0.000223143844,"1"
"867",-3e-04,0.921,-0.3027,-0.5166,0.009193,0.010698,0.014938,0.000108201604,"0"
"868",-4e-04,0.9221,-0.3002,-0.516,0.009203,0.010703,-0.010402,6.625476e-06,"1"
"869",-3e-04,0.9215,-0.3,-0.5213,0.009203,0.010706,0.002574,2.418025e-06,"1"
"870",-3e-04,0.9162,-0.2932,-0.5222,0.009167,0.010664,0.001555,1.4394436e-05,"1"
"871",-3e-04,0.9168,-0.2951,-0.5234,0.009171,0.010665,0.003794,1.600225e-06,"0"
"872",-3e-04,0.917,-0.2947,-0.5252,0.00917,0.010678,-0.001265,9.00601e-07,"1"
"873",-3e-04,0.9165,-0.2946,-0.5259,0.00917,0.010676,0.000949,7.7686596e-05,"0"
"874",-3e-04,0.9136,-0.2948,-0.5057,0.009185,0.010676,-0.008814,7.436529e-06,"1"
"875",-3e-04,0.9124,-0.2928,-0.507,0.009186,0.010674,0.002727,9.78121e-07,"0"
"876",-3e-04,0.9009,-0.2934,-0.5087,0.00917,0.010617,-0.000989,5.924356e-06,"1"
"877",-3e-04,0.894,-0.2899,-0.5069,0.009171,0.010451,0.002434,8.3028544e-05,"1"
"878",-3e-04,0.8857,-0.2915,-0.4868,0.009188,0.010432,0.009112,1.9881e-08,"0"
"879",-3e-04,0.8678,-0.278,-0.4866,0.009181,0.010353,-0.000141,4.7969476e-05,"1"
"880",-2e-04,0.8542,-0.2742,-0.4721,0.009191,0.010317,0.006926,5.276209e-06,"0"
"881",-3e-04,0.8405,-0.2696,-0.4736,0.009183,0.010273,-0.002297,2.8015849e-05,"1"
"882",-2e-04,0.8396,-0.2682,-0.4647,0.009189,0.010271,0.005293,3.6e-07,"1"
"883",-2e-04,0.8399,-0.2695,-0.466,0.009189,0.010278,6e-04,0.000128232976,"0"
"884",-3e-04,0.8508,-0.2672,-0.4681,0.009211,0.010329,-0.011324,1.510441e-06,"1"
"885",-3e-04,0.8522,-0.2672,-0.4689,0.009212,0.01034,0.001229,0.000114575616,"0"
"886",-3e-04,0.8471,-0.2582,-0.468,0.009235,0.010337,-0.010704,9.409e-07,"0"
"887",-3e-04,0.8473,-0.2597,-0.4677,0.009235,0.010336,-0.00097,4.206601e-06,"0"
"888",-4e-04,0.8426,-0.2615,-0.472,0.00923,0.01034,-0.002051,1.2544e-08,"1"
"889",-4e-04,0.8427,-0.2619,-0.4717,0.00923,0.010339,0.000112,5.331481e-06,"1"
"890",-4e-04,0.8474,-0.2663,-0.4723,0.009231,0.010353,0.002309,0.000743871076,"0"
"891",-4e-04,0.8541,-0.2764,-0.4755,0.009382,0.010502,-0.027274,2.6759929e-05,"0"
"892",-4e-04,0.8544,-0.2747,-0.4744,0.009383,0.010502,-0.005173,3.4656769e-05,"0"
"893",-5e-04,0.8516,-0.2745,-0.4744,0.009387,0.010502,-0.005887,1.21104e-07,"1"
"894",-5e-04,0.8525,-0.2728,-0.4777,0.009386,0.010499,0.000348,5.5338721e-05,"0"
"895",-5e-04,0.8473,-0.2662,-0.4758,0.00939,0.01049,-0.007439,1.857769e-06,"0"
"896",-4e-04,0.8546,-0.2648,-0.4792,0.009353,0.010473,-0.001363,0.000144384256,"1"
"897",-4e-04,0.8564,-0.2613,-0.4648,0.009385,0.01049,0.012016,3.6216324e-05,"0"
"898",-5e-04,0.8637,-0.2773,-0.4708,0.009318,0.010447,-0.006018,0.000118984464,"0"
"899",-5e-04,0.8556,-0.2547,-0.4827,0.009329,0.010461,-0.010908,4.6656e-06,"0"
"900",-5e-04,0.859,-0.259,-0.4852,0.009325,0.010465,-0.00216,2.941225e-06,"0"
"901",-5e-04,0.8587,-0.2579,-0.486,0.009325,0.010467,-0.001715,5.4656449e-05,"0"
"902",-5e-04,0.8568,-0.256,-0.4833,0.009333,0.010468,-0.007393,3.1091776e-05,"0"
"903",-5e-04,0.8538,-0.2443,-0.4852,0.009338,0.010466,-0.005576,1.83184e-07,"1"
"904",-5e-04,0.8555,-0.2403,-0.4762,0.00932,0.010443,0.000428,2.4157225e-05,"1"
"905",-5e-04,0.8556,-0.2379,-0.4743,0.009326,0.010447,0.004915,1.4622976e-05,"1"
"906",-5e-04,0.8551,-0.2386,-0.4795,0.009329,0.010457,0.003824,1.2082576e-05,"0"
"907",-5e-04,0.8572,-0.239,-0.4821,0.00933,0.010465,-0.003476,6.0025e-08,"1"
"908",-5e-04,0.8573,-0.2402,-0.4789,0.009318,0.01045,0.000245,5.508409e-06,"1"
"909",-5e-04,0.8494,-0.2401,-0.4781,0.009316,0.010467,0.002347,7.279204e-06,"1"
"910",-5e-04,0.8481,-0.2382,-0.4821,0.009318,0.010473,0.002698,1.648656e-06,"1"
"911",-5e-04,0.85,-0.238,-0.4828,0.009317,0.010487,0.001284,9.801e-09,"1"
"912",-5e-04,0.8507,-0.2446,-0.4848,0.009311,0.010484,9.9e-05,1.5437041e-05,"0"
"913",-5e-04,0.8499,-0.2435,-0.4831,0.009314,0.010474,-0.003929,1.9321e-06,"1"
"914",-5e-04,0.8462,-0.244,-0.4823,0.009313,0.010497,0.00139,2.74576e-07,"0"
"915",-5e-04,0.8462,-0.2441,-0.4823,0.009313,0.010498,-0.000524,9.94009e-07,"0"
"916",-5e-04,0.8463,-0.244,-0.4821,0.009313,0.010499,-0.000997,0.000981318276,"0"
"917",-6e-04,0.7954,-0.2201,-0.4688,0.009509,0.01058,-0.031326,0.000397483969,"0"
"918",-7e-04,0.8101,-0.2343,-0.4788,0.009581,0.010686,-0.019937,8.910225e-06,"0"
"919",-7e-04,0.8074,-0.2406,-0.4748,0.009571,0.010662,-0.002985,4.87204e-07,"0"
"920",-6e-04,0.803,-0.236,-0.4684,0.009548,0.010624,-0.000698,1.1916304e-05,"1"
"921",-7e-04,0.8093,-0.2403,-0.4703,0.009498,0.010595,0.003452,4.43556e-07,"0"
"922",-7e-04,0.8031,-0.236,-0.4737,0.009486,0.010576,-0.000666,1.5319396e-05,"0"
"923",-7e-04,0.7991,-0.2337,-0.4709,0.009485,0.010568,-0.003914,1.2595401e-05,"1"
"924",-7e-04,0.8022,-0.2291,-0.475,0.009485,0.010585,0.003549,4.1563809e-05,"0"
"925",-7e-04,0.802,-0.2316,-0.4791,0.009491,0.010594,-0.006447,5.95984e-07,"0"
"926",-7e-04,0.8008,-0.2327,-0.4803,0.009489,0.010592,-0.000772,1.234321e-06,"0"
"927",-7e-04,0.8023,-0.2323,-0.4843,0.009483,0.010591,-0.001111,6.728836e-06,"0"
"928",-7e-04,0.7983,-0.2214,-0.482,0.009462,0.010567,-0.002594,0.000846402649,"1"
"929",-6e-04,0.7886,-0.2158,-0.4716,0.009638,0.010694,0.029093,0.000131997121,"0"
"930",-6e-04,0.7873,-0.2079,-0.484,0.009658,0.010652,-0.011489,9.0668484e-05,"1"
"931",-6e-04,0.7841,-0.2041,-0.4728,0.009678,0.010621,0.009522,9.320809e-06,"0"
"932",-6e-04,0.7685,-0.1997,-0.4763,0.009671,0.010578,-0.003053,1.380625e-06,"0"
"933",-6e-04,0.7675,-0.1978,-0.4808,0.009667,0.010578,-0.001175,1.2694969e-05,"1"
"934",-6e-04,0.7625,-0.1953,-0.4785,0.009669,0.010556,0.003563,1.0426441e-05,"1"
"935",-6e-04,0.7685,-0.1995,-0.4742,0.009664,0.010555,0.003229,0.000215032896,"0"
"936",-6e-04,0.7642,-0.1912,-0.4818,0.009704,0.010595,-0.014664,0.000122367844,"0"
"937",-7e-04,0.7652,-0.194,-0.4869,0.009725,0.010621,-0.011062,1.5194404e-05,"0"
"938",-7e-04,0.7622,-0.1935,-0.4892,0.009725,0.010616,-0.003898,6.974881e-06,"1"
"939",-7e-04,0.7592,-0.196,-0.4876,0.009723,0.010605,0.002641,0.000156075049,"0"
"940",-8e-04,0.774,-0.2073,-0.4964,0.00975,0.010664,-0.012493,5.494336e-06,"1"
"941",-7e-04,0.7603,-0.2011,-0.4988,0.009739,0.010633,0.002344,6.241e-05,"0"
"942",-7e-04,0.7622,-0.2169,-0.4991,0.009749,0.010633,-0.0079,1.1383876e-05,"1"
"943",-7e-04,0.7601,-0.2154,-0.5039,0.009751,0.010637,0.003374,1.2446784e-05,"0"
"944",-7e-04,0.7484,-0.2136,-0.4979,0.009746,0.010594,-0.003528,4.8841e-06,"1"
"945",-7e-04,0.7382,-0.2095,-0.5007,0.009733,0.01057,0.00221,1.971216e-06,"0"
"946",-7e-04,0.7389,-0.2098,-0.5004,0.009733,0.01057,-0.001404,1.2313081e-05,"1"
"947",-7e-04,0.7417,-0.2125,-0.5031,0.009736,0.010577,0.003509,6.6945124e-05,"1"
"948",-7e-04,0.7503,-0.2223,-0.502,0.00975,0.0106,0.008182,8.1225e-06,"1"
"949",-7e-04,0.7495,-0.223,-0.5023,0.009752,0.0106,0.00285,0.001239180804,"0"
"950",-9e-04,0.7629,-0.2113,-0.5048,0.009988,0.01084,-0.035202,2.4088464e-05,"1"
"951",-8e-04,0.7644,-0.213,-0.5016,0.009995,0.010843,0.004908,9.25444e-05,"1"
"952",-7e-04,0.7142,-0.2172,-0.4836,0.00991,0.010654,0.00962,2.8079401e-05,"0"
"953",-7e-04,0.7157,-0.2156,-0.4842,0.009903,0.01065,-0.005299,2.692881e-06,"1"
"954",-7e-04,0.7141,-0.2207,-0.4876,0.009899,0.010648,0.001641,2.2439169e-05,"0"
"955",-7e-04,0.713,-0.2213,-0.4855,0.009898,0.010642,-0.004737,1.803649e-06,"1"
"956",-7e-04,0.7145,-0.2227,-0.4866,0.009898,0.010644,0.001343,6.7092481e-05,"1"
"957",-7e-04,0.7031,-0.212,-0.4844,0.0099,0.010628,0.008191,2.439844e-06,"0"
"958",-7e-04,0.7021,-0.2104,-0.4907,0.009896,0.010628,-0.001562,2.13444e-05,"0"
"959",-7e-04,0.7004,-0.2089,-0.4912,0.009893,0.010625,-0.00462,0.000139381636,"1"
"960",-7e-04,0.6913,-0.2145,-0.4874,0.009923,0.010639,0.011806,1.5984004e-05,"0"
"961",-6e-04,0.7006,-0.216,-0.4934,0.0099,0.010633,-0.003998,0.0001218816,"1"
"962",-5e-04,0.6823,-0.2146,-0.4874,0.009919,0.010624,0.01104,0.000245047716,"1"
"963",-4e-04,0.6851,-0.2347,-0.4667,0.009939,0.010619,0.015654,1.90096e-07,"1"
"964",-4e-04,0.6868,-0.2299,-0.4713,0.009937,0.01064,0.000436,6.9455556e-05,"0"
"965",-5e-04,0.6987,-0.2227,-0.475,0.009917,0.010639,-0.008334,1.183744e-06,"0"
"966",-6e-04,0.6992,-0.2236,-0.4751,0.009916,0.010639,-0.001088,1.8020025e-05,"0"
"967",-5e-04,0.6867,-0.2188,-0.4727,0.009906,0.010606,-0.004245,0.000818246025,"0"
"968",-7e-04,0.6987,-0.2094,-0.4983,0.010049,0.010778,-0.028605,1.92721e-07,"1"
"969",-7e-04,0.7105,-0.2011,-0.5213,0.01001,0.01078,0.000439,6.9956496e-05,"0"
"970",-8e-04,0.7209,-0.2183,-0.5175,0.01001,0.010788,-0.008364,2.31361e-07,"1"
"971",-8e-04,0.692,-0.2114,-0.5139,0.010002,0.0107,0.000481,3.9275289e-05,"0"
"972",-8e-04,0.6902,-0.2119,-0.5089,0.010007,0.010697,-0.006267,0.001823119204,"1"
"973",-6e-04,0.665,-0.1573,-0.4714,0.010308,0.010916,0.042698,0.000412374249,"0"
"974",-7e-04,0.6733,-0.1747,-0.4778,0.010373,0.010976,-0.020307,6.692569e-06,"0"
"975",-7e-04,0.6632,-0.1503,-0.4796,0.01037,0.010966,-0.002587,6.64225e-07,"1"
"976",-5e-04,0.6448,-0.1158,-0.4089,0.010142,0.010663,0.000815,3.5344e-06,"0"
"977",-5e-04,0.6141,-0.0874,-0.4121,0.0101,0.010601,-0.00188,1.24609e-07,"0"
"978",-5e-04,0.6193,-0.0942,-0.4066,0.010091,0.0106,-0.000353,3.1979025e-05,"1"
"979",-5e-04,0.6031,-0.081,-0.4018,0.010086,0.010578,0.005655,6.8475625e-05,"0"
"980",-5e-04,0.5966,-0.0792,-0.3973,0.010087,0.010567,-0.008275,0.001810672704,"1"
"981",-4e-04,0.6559,-0.075,-0.4234,0.010428,0.010981,0.042552,1.3786369e-05,"0"
"982",0,0.6468,0.0062,-0.356,0.008902,0.009512,-0.003713,6.5383396e-05,"1"
"983",-1e-04,0.6608,-0.0258,-0.3667,0.008725,0.009357,0.008086,0.000473845824,"0"
"984",-2e-04,0.6655,-0.0144,-0.3723,0.00882,0.009462,-0.021768,8.3466496e-05,"1"
"985",-1e-04,0.6673,-0.0311,-0.3558,0.008783,0.009403,0.009136,6.17796e-07,"1"
"986",0,0.671,-0.0385,-0.354,0.008766,0.009394,0.000786,5.46121e-05,"0"
"987",-1e-04,0.6565,-0.0206,-0.3627,0.008774,0.009386,-0.00739,5.91361e-05,"0"
"988",-1e-04,0.6555,-0.0248,-0.3476,0.008779,0.009357,-0.00769,0.000150945796,"0"
"989",-1e-04,0.6592,-0.0145,-0.3747,0.008811,0.009424,-0.012286,0.000225450225,"1"
"990",0,0.6517,-0.006,-0.3754,0.008847,0.009451,0.015015,3.2878756e-05,"1"
"991",0,0.6517,-0.0147,-0.3803,0.008851,0.009454,0.005734,0.000218921616,"0"
"992",-1e-04,0.6601,-0.0331,-0.3713,0.008894,0.009484,-0.014796,5.026564e-06,"1"
"993",-1e-04,0.6624,-0.0322,-0.3701,0.008895,0.009489,0.002242,2.89e-10,"1"
"994",-1e-04,0.6444,-0.0161,-0.3744,0.008842,0.009428,1.7e-05,0.0001071225,"1"
"995",-1e-04,0.6489,-0.0193,-0.3642,0.008858,0.009438,0.01035,1.8045504e-05,"0"
"996",-1e-04,0.6703,-0.0444,-0.3621,0.00884,0.009433,-0.004248,1.034289e-06,"1"
"997",-1e-04,0.6758,-0.0463,-0.3615,0.008838,0.009433,0.001017,0.0002134521,"1"
"998",-1e-04,0.6944,-0.0357,-0.3629,0.008886,0.009515,0.01461,1.8412681e-05,"0"
"999",-1e-04,0.6923,-0.0404,-0.364,0.00889,0.009516,-0.004291,0.000245956489,"0"
"1000",-1e-04,0.6995,-0.0305,-0.3597,0.008936,0.009572,-0.015683,6.0777616e-05,"0"
"1001",-1e-04,0.7067,-0.0323,-0.3512,0.008928,0.009568,-0.007796,3.214849e-06,"1"
"1002",-1e-04,0.7053,-0.0335,-0.3474,0.008926,0.00956,0.001793,1.78084e-07,"1"
"1003",-1e-04,0.7059,-0.0264,-0.3509,0.008921,0.009559,0.000422,2.75625e-07,"0"
"1004",-1e-04,0.7062,-0.0269,-0.3508,0.008921,0.009558,-0.000525,5.9049e-06,"1"
"1005",-1e-04,0.7072,-0.0263,-0.3507,0.008919,0.009558,0.00243,8.74225e-07,"0"
"1006",-1e-04,0.7217,-0.0295,-0.3537,0.008908,0.009558,-0.000935,1.0220809e-05,"0"
"1007",-1e-04,0.7238,-0.0271,-0.3566,0.008905,0.009567,-0.003197,0.0001243225,"1"
"1008",-1e-04,0.7413,-0.027,-0.3622,0.008933,0.009625,0.01115,0.0002405601,"1"
"1009",0,0.7965,-0.0667,-0.3647,0.008937,0.009689,0.01551,9.61e-08,"0"
"1010",0,0.794,-0.0715,-0.3633,0.008935,0.009675,-0.00031,0.000108056025,"1"
"1011",0,0.8157,-0.0996,-0.3758,0.008944,0.009717,0.010395,3.549456e-06,"0"
"1012",-1e-04,0.7843,-0.0561,-0.3668,0.008806,0.009556,-0.001884,7.84e-06,"1"
"1013",-1e-04,0.7939,-0.0591,-0.3474,0.008774,0.009527,0.0028,3.3856e-06,"0"
"1014",-2e-04,0.8114,-0.097,-0.3626,0.008715,0.009492,-0.00184,4.182025e-06,"0"
"1015",-2e-04,0.816,-0.1081,-0.3565,0.008705,0.009483,-0.002045,7.08964e-05,"0"
"1016",-2e-04,0.8036,-0.09,-0.349,0.008705,0.009472,-0.00842,1.974025e-06,"1"
"1017",-2e-04,0.8027,-0.09,-0.3491,0.008705,0.009472,0.001405,1.274641e-06,"1"
"1018",-3e-04,0.8097,-0.0764,-0.3411,0.008677,0.009471,0.001129,0.000184851216,"1"
"1019",-2e-04,0.8089,-0.0878,-0.3432,0.008719,0.009503,0.013596,0.000114254721,"0"
"1020",-2e-04,0.8069,-0.1082,-0.3402,0.008742,0.009508,-0.010689,0.000206324496,"0"
"1021",-2e-04,0.782,-0.0878,-0.3351,0.008779,0.009516,-0.014364,0.000153115876,"0"
"1022",-3e-04,0.7788,-0.091,-0.3285,0.008811,0.009535,-0.012374,6.1214976e-05,"1"
"1023",-2e-04,0.7948,-0.0925,-0.3015,0.00877,0.009505,0.007824,0.000109683729,"1"
"1024",-2e-04,0.7867,-0.0849,-0.312,0.008792,0.009519,0.010473,5.6610576e-05,"0"
"1025",-1e-04,0.7651,-0.0728,-0.3021,0.008799,0.009511,-0.007524,3.6e-07,"0"
"1026",-2e-04,0.7711,-0.0774,-0.2899,0.00877,0.009489,-6e-04,1.3689e-06,"0"
"1027",-2e-04,0.7736,-0.079,-0.2898,0.00877,0.009504,-0.00117,4.27716e-07,"0"
"1028",-3e-04,0.7918,-0.1193,-0.2715,0.0087,0.00944,-0.000654,8.6341264e-05,"0"
"1029",-3e-04,0.7944,-0.1214,-0.2804,0.008718,0.009466,-0.009292,9.7990201e-05,"1"
"1030",-2e-04,0.7488,-0.1005,-0.2837,0.008739,0.009476,0.009899,4.2536484e-05,"0"
"1031",-3e-04,0.7868,-0.1262,-0.2828,0.008744,0.009745,-0.006522,0.000129208689,"0"
"1032",-3e-04,0.7589,-0.1102,-0.2789,0.008768,0.009741,-0.011367,2.5e-11,"1"
